Time,RPM1,RPM2,RPM3,RPM4,RPM5,RPM6,P,Q,R,Phi,Theta,Psi,Class
5837,5824.001137,6113.802014,6206.918121,6300.034228,6010.233351,5917.117244,0.010984263,0.408194963,0.1609207,0.439530536,0.341261116,1.161594057,0
5838,5823.691688,6113.492616,6206.918146,6300.343676,6010.542748,5917.117218,0.007719408,0.4025832,0.158371434,0.440755745,0.344248383,1.164961468,0
5839,5823.382243,6113.183216,6206.918169,6300.653122,6010.852149,5917.117196,0.004502665,0.397022257,0.155811488,0.441943543,0.347192224,1.168286376,0
5840,5823.072801,6112.873813,6206.918188,6300.962564,6011.161552,5917.117176,0.001334383,0.391511712,0.153240917,0.443093961,0.350093366,1.171568573,0
5841,5822.763361,6112.564408,6206.918205,6301.272003,6011.470957,5917.117159,-0.001785121,0.386051181,0.150659778,0.444207044,0.352952527,1.174807859,0
5842,5822.453924,6112.255001,6206.91822,6301.58144,6011.780364,5917.117144,-0.004855555,0.380640303,0.14806813,0.445282848,0.355770416,1.178004038,0
5843,5822.144489,6111.945592,6206.918234,6301.890875,6012.089772,5917.117131,-0.007876649,0.375278739,0.145466032,0.446321438,0.358547734,1.181156922,0
5844,5821.835056,6111.636182,6206.918245,6302.200308,6012.399182,5917.117119,-0.010848153,0.369966157,0.142853549,0.447322893,0.361285173,1.184266327,0
5845,5821.525625,6111.326771,6206.918255,6302.50974,6012.708594,5917.117109,-0.013769834,0.364702233,0.140230743,0.4482873,0.363983417,1.187332077,0
5846,5821.216195,6111.017358,6206.918264,6302.81917,6013.018006,5917.1171,-0.016641476,0.35948664,0.137597684,0.449214759,0.366643139,1.190354,0
5847,5820.906766,6110.707945,6206.918272,6303.128599,6013.32742,5917.117093,-0.019462874,0.354319045,0.134954437,0.450105378,0.369265007,1.19333193,0
5848,5820.597338,6110.39853,6206.918279,6303.438027,6013.636834,5917.117086,-0.022233836,0.349199106,0.132301076,0.450959276,0.371849677,1.19626571,0
5849,5820.287911,6110.089115,6206.918285,6303.747454,6013.946249,5917.11708,-0.024954181,0.344126465,0.129637672,0.451776581,0.374397798,1.199155183,0
5850,5819.978484,6109.7797,6206.91829,6304.05688,6014.255665,5917.117075,-0.027623739,0.339100749,0.126964299,0.452557431,0.37691001,1.202000203,0
5851,5819.669059,6109.470284,6206.918294,6304.366305,6014.565081,5917.11707,-0.030242345,0.334121566,0.124281036,0.453301974,0.379386942,1.204800626,0
5852,5819.359634,6109.160867,6206.918299,6304.67573,6014.874498,5917.117066,-0.032809847,0.329188502,0.12158796,0.454010367,0.381829217,1.207556314,0
5853,5819.05021,6108.85145,6206.918302,6304.985155,6015.183915,5917.117062,-0.035326097,0.324301122,0.118885151,0.454682773,0.384237445,1.210267134,0
5854,5818.740786,6108.542032,6206.918305,6305.294578,6015.493332,5917.117059,-0.037790958,0.319458967,0.116172693,0.455319368,0.386612228,1.212932959,0
5855,5818.431363,6108.232614,6206.918308,6305.604002,6015.80275,5917.117057,-0.040204298,0.314661555,0.113450669,0.455920333,0.388954158,1.215553665,0
5856,5818.12194,6107.923196,6206.91831,6305.913425,6016.112169,5917.117054,-0.042565995,0.30990838,0.110719165,0.456485859,0.391263816,1.218129133,0
5857,5817.812517,6107.613777,6206.918312,6306.222847,6016.421587,5917.117052,-0.044875932,0.305198915,0.10797827,0.457016145,0.393541773,1.220659247,0
5858,5817.503095,6107.304359,6206.918314,6306.53227,6016.731006,5917.11705,-0.047134003,0.300532607,0.105228072,0.457511396,0.395788591,1.223143898,0
5859,5817.193673,6106.99494,6206.918316,6306.841692,6017.040425,5917.117049,-0.049340109,0.295908885,0.102468662,0.457971826,0.398004818,1.225582978,0
5860,5816.884251,6106.685521,6206.918317,6307.151114,6017.349844,5917.117047,-0.051494159,0.291327156,0.099700134,0.458397656,0.400190995,1.227976383,0
5861,5816.574829,6106.376101,6206.918318,6307.460535,6017.659263,5917.117046,-0.053596071,0.286786806,0.096922581,0.458789113,0.40234765,1.230324014,0
5862,5816.265407,6106.066682,6206.91832,6307.769957,6017.968682,5917.117045,-0.055645775,0.282287206,0.094136099,0.459146433,0.404475298,1.232625774,0
5863,5815.955986,6105.757262,6206.91832,6308.079378,6018.278102,5917.117044,-0.057643208,0.277827711,0.091340785,0.459469855,0.406574447,1.234881569,0
5864,5815.646565,6105.447843,6206.918321,6308.3888,6018.587522,5917.117043,-0.059588319,0.27340766,0.088536737,0.459759627,0.408645589,1.237091308,0
5865,5815.337144,6105.138423,6206.918322,6308.698221,6018.896941,5917.117042,-0.061481067,0.26902638,0.085724056,0.460016003,0.410689209,1.239254902,0
5866,5815.027723,6104.829003,6206.918323,6309.007642,6019.206361,5917.117042,-0.063321423,0.264683188,0.082902842,0.46023924,0.412705776,1.241372267,0
5867,5814.718302,6104.519584,6206.918323,6309.317063,6019.515781,5917.117041,-0.06510937,0.260377392,0.080073198,0.460429604,0.414695752,1.243443318,0
5868,5814.408881,6104.210164,6206.918324,6309.626484,6019.825201,5917.117041,-0.066844901,0.256108293,0.077235227,0.460587362,0.416659583,1.245467974,0
5869,5814.09946,6103.900744,6206.918324,6309.935905,6020.134621,5917.11704,-0.068528024,0.251875188,0.074389034,0.46071279,0.418597707,1.247446158,0
5870,5813.790039,6103.591324,6206.918325,6310.245325,6020.444041,5917.11704,-0.070158758,0.247677371,0.071534725,0.460806167,0.420510548,1.249377791,0
5871,5813.480618,6103.281904,6206.918325,6310.554746,6020.753461,5917.11704,-0.071737134,0.243514135,0.068672406,0.460867775,0.42239852,1.2512628,0
5872,5813.171198,6102.972484,6206.918325,6310.864167,6021.062881,5917.117039,-0.073263199,0.239384772,0.065802185,0.460897902,0.424262024,1.253101109,0
5873,5812.861777,6102.663063,6206.918325,6311.173587,6021.372301,5917.117039,-0.07473701,0.23528858,0.06292417,0.46089684,0.426101451,1.254892649,0
5874,5812.552356,6102.353643,6206.918326,6311.483008,6021.681721,5917.117039,-0.07615864,0.231224858,0.060038472,0.460864883,0.427917179,1.25663735,0
5875,5812.242936,6102.044223,6206.918326,6311.792429,6021.991141,5917.117039,-0.077528174,0.227192913,0.057145201,0.460802331,0.429709577,1.258335143,0
5876,5811.933515,6101.734803,6206.918326,6312.101849,6022.300562,5917.117038,-0.07884571,0.223192059,0.054244468,0.460709484,0.431479,1.259985961,0
5877,5811.624095,6101.425383,6206.918326,6312.41127,6022.609982,5917.117038,-0.080111359,0.219221619,0.051336385,0.460586648,0.433225795,1.26158974,0
5878,5811.314674,6101.115962,6206.918326,6312.72069,6022.919402,5917.117038,-0.081325248,0.215280925,0.048421065,0.46043413,0.434950295,1.263146416,0
5879,5811.005254,6100.806542,6206.918326,6313.030111,6023.228822,5917.117038,-0.082487514,0.211369321,0.045498622,0.460252241,0.436652826,1.264655927,0
5880,5810.695833,6100.497122,6206.918326,6313.339531,6023.538243,5917.117038,-0.083598308,0.207486166,0.042569171,0.460041291,0.438333699,1.266118212,0
5881,5810.386413,6100.187702,6206.918327,6313.648951,6023.847663,5917.117038,-0.084657794,0.20363083,0.039632826,0.459801598,0.439993217,1.267533211,0
5882,5810.076993,6099.878281,6206.918327,6313.958372,6024.157083,5917.117038,-0.085666148,0.199802697,0.036689702,0.459533476,0.441631674,1.268900868,0
5883,5809.767572,6099.568861,6206.918327,6314.267792,6024.466503,5917.117038,-0.086623557,0.196001169,0.033739917,0.459237244,0.443249351,1.270221125,0
5884,5809.458152,6099.259441,6206.918327,6314.577213,6024.775924,5917.117038,-0.087530222,0.192225662,0.030783587,0.458913223,0.444846522,1.271493928,0
5885,5809.148731,6098.95002,6206.918327,6314.886633,6025.085344,5917.117038,-0.088386354,0.188475611,0.027820829,0.458561734,0.44642345,1.272719223,0
5886,5808.839311,6098.6406,6206.918327,6315.196054,6025.394764,5917.117038,-0.089192174,0.184750465,0.024851762,0.458183101,0.447980387,1.273896958,0
5887,5808.52989,6098.33118,6206.918327,6315.505474,6025.704185,5917.117038,-0.089947916,0.181049695,0.021876504,0.457777647,0.449517579,1.275027083,0
5888,5808.22047,6098.02176,6206.918327,6315.814894,6026.013605,5917.117037,-0.090653823,0.177372785,0.018895174,0.457345698,0.45103526,1.276109549,0
5889,5807.91105,6097.712339,6206.918327,6316.124315,6026.323025,5917.117037,-0.091310146,0.173719242,0.015907891,0.456887579,0.452533658,1.277144308,0
5890,5807.601629,6097.402919,6206.918327,6316.433735,6026.632446,5917.117037,-0.091917149,0.17008859,0.012914776,0.456403619,0.454012991,1.278131316,0
5891,5807.292209,6097.093499,6206.918327,6316.743155,6026.941866,5917.117037,-0.092475102,0.166480369,0.009915949,0.455894145,0.455473468,1.279070528,0
5892,5806.982789,6096.784078,6206.918327,6317.052576,6027.251286,5917.117037,-0.092984284,0.162894142,0.006911531,0.455359485,0.456915291,1.279961901,0
5893,5806.673368,6096.474658,6206.918327,6317.361996,6027.560707,5917.117037,-0.093444982,0.159329487,0.003901642,0.454799968,0.458338654,1.280805397,0
5894,5806.363948,6096.165238,6206.918327,6317.671417,6027.870127,5917.117037,-0.093857491,0.155786003,0.000886404,0.454215923,0.459743742,1.281600975,0
5895,5806.054528,6095.855817,6206.918327,6317.980837,6028.179547,5917.117037,-0.09422211,0.152263308,-0.002133408,0.453607682,0.461130735,1.282348602,0
5896,5805.745107,6095.546397,6206.918327,6318.290257,6028.488968,5917.117037,-0.094539143,0.14876104,-0.005156423,0.452975579,0.462499798,1.283048256,0
5897,5805.435687,6095.236977,6206.918327,6318.599678,6028.798388,5917.117037,-0.094808902,0.145278852,-0.008181402,0.452319958,0.463851084,1.283699929,0
5898,5805.126266,6094.927556,6206.918327,6318.909098,6029.107808,5917.117037,-0.09503171,0.141816416,-0.011207242,0.451641163,0.465184737,1.284303626,0
5899,5804.816846,6094.618136,6206.918327,6319.218518,6029.417229,5917.117037,-0.095207896,0.138373417,-0.01423296,0.450939546,0.466500889,1.284859363,0
5900,5804.507426,6094.308716,6206.918327,6319.527939,6029.726649,5917.117037,-0.095337797,0.13494956,-0.017257679,0.450215462,0.467799661,1.285367167,0
5901,5804.198005,6093.999295,6206.918327,6319.837359,6030.036069,5917.117037,-0.095421758,0.131544565,-0.020280613,0.449469268,0.469081168,1.285827075,0
5902,5803.888585,6093.689875,6206.918327,6320.146779,6030.34549,5917.117037,-0.095460131,0.128158168,-0.023301058,0.448701326,0.470345514,1.286239132,0
5903,5803.579165,6093.380455,6206.918327,6320.4562,6030.65491,5917.117037,-0.095453272,0.124790123,-0.026318383,0.447912,0.471592796,1.28660339,0
5904,5803.269744,6093.071034,6206.918327,6320.76562,6030.96433,5917.117037,-0.095401547,0.1214402,-0.029332019,0.447101655,0.472823104,1.286919911,0
5905,5802.960324,6092.761614,6206.918327,6321.07504,6031.273751,5917.117037,-0.095305325,0.118108186,-0.032341455,0.44627066,0.474036521,1.287188761,0
5906,5802.650904,6092.452194,6206.918327,6321.384461,6031.583171,5917.117037,-0.095164984,0.114793883,-0.035346228,0.445419384,0.475233123,1.287410016,0
5907,5802.341483,6092.142773,6206.918327,6321.693881,6031.892591,5917.117037,-0.094980905,0.111497113,-0.038345918,0.444548199,0.476412981,1.287583754,0
5908,5802.032063,6091.833353,6206.918327,6322.003302,6032.202012,5917.117037,-0.094753478,0.108217709,-0.041340146,0.443657477,0.47757616,1.287710062,0
5909,5801.722643,6091.523932,6206.918327,6322.312722,6032.511432,5917.117037,-0.094483096,0.104955524,-0.044328564,0.442747591,0.47872272,1.287789032,0
5910,5801.413222,6091.214512,6206.918327,6322.622142,6032.820852,5917.117037,-0.094170158,0.101710424,-0.047310857,0.441818916,0.479852716,1.287820758,0
5911,5801.103802,6090.905092,6206.918327,6322.931563,6033.130273,5917.117037,-0.09381507,0.098482294,-0.050286733,0.440871827,0.480966198,1.287805343,0
5912,5800.794382,6090.595671,6206.918327,6323.240983,6033.439693,5917.117037,-0.093418242,0.095271029,-0.053255928,0.4399067,0.482063214,1.287742893,0
5913,5800.484961,6090.286251,6206.918327,6323.550403,6033.749113,5917.117037,-0.09298009,0.092076541,-0.056218195,0.438923911,0.483143806,1.287633518,0
5914,5800.175541,6089.976831,6206.918327,6323.859824,6034.058534,5917.117037,-0.092501034,0.088898758,-0.059173307,0.437923836,0.484208014,1.287477334,0
5915,5799.86612,6089.66741,6206.918327,6324.169244,6034.367954,5917.117037,-0.091981501,0.085737618,-0.062121054,0.436906852,0.485255874,1.287274459,0
5916,5799.5567,6089.35799,6206.918327,6324.478664,6034.677374,5917.117037,-0.09142192,0.082593075,-0.06506124,0.435873336,0.486287418,1.287025018,0
5917,5799.24728,6089.04857,6206.918327,6324.788085,6034.986795,5917.117037,-0.090822729,0.079465094,-0.067993682,0.434823665,0.487302679,1.286729138,0
5918,5798.937859,6088.739149,6206.918327,6325.097505,6035.296215,5917.117037,-0.090184366,0.076353653,-0.070918208,0.433758215,0.488301683,1.28638695,0
5919,5798.628439,6088.429729,6206.918327,6325.406925,6035.605635,5917.117037,-0.089507277,0.073258741,-0.073834658,0.432677362,0.489284457,1.285998591,0
5920,5798.319019,6088.120309,6206.918327,6325.716346,6035.915056,5917.117037,-0.08879191,0.070180358,-0.076742879,0.431581484,0.490251026,1.285564199,0
5921,5798.009598,6087.810888,6206.918327,6326.025766,6036.224476,5917.117037,-0.088038719,0.067118515,-0.079642728,0.430470956,0.491201411,1.285083919,0
5922,5797.700178,6087.501468,6206.918327,6326.335186,6036.533896,5917.117037,-0.087248161,0.064073233,-0.082534069,0.429346153,0.492135634,1.284557897,0
5923,5797.390758,6087.192048,6206.918327,6326.644607,6036.843317,5917.117037,-0.086420696,0.06104454,-0.085416773,0.428207451,0.493053714,1.283986284,0
5924,5797.081337,6086.882627,6206.918327,6326.954027,6037.152737,5917.117037,-0.08555679,0.058032477,-0.088290715,0.427055224,0.493955669,1.283369234,0
5925,5796.771917,6086.573207,6206.918327,6327.263447,6037.462158,5917.117037,-0.084656911,0.05503709,-0.091155777,0.425889845,0.494841517,1.282706906,0
5926,5796.462497,6086.263787,6206.918327,6327.572868,6037.771578,5917.117037,-0.083721531,0.052058433,-0.094011848,0.424711689,0.495711275,1.281999461,0
5927,5796.153076,6085.954366,6206.918327,6327.882288,6038.080998,5917.117037,-0.082751124,0.049096567,-0.096858818,0.423521128,0.496564958,1.281247064,0
5928,5795.843656,6085.644946,6206.918327,6328.191709,6038.390419,5917.117037,-0.081746168,0.046151561,-0.099696582,0.422318533,0.497402582,1.280449885,0
5929,5795.534236,6085.335526,6206.918327,6328.501129,6038.699839,5917.117037,-0.080707145,0.043223488,-0.10252504,0.421104275,0.498224163,1.279608094,0
5930,5795.224815,6085.026105,6206.918327,6328.810549,6039.009259,5917.117037,-0.079634537,0.040312428,-0.105344095,0.419878724,0.499029715,1.278721869,0
5931,5794.915395,6084.716685,6206.918327,6329.11997,6039.31868,5917.117037,-0.078528832,0.037418465,-0.108153653,0.41864225,0.499819254,1.277791387,0
5932,5794.605975,6084.407264,6206.918327,6329.42939,6039.6281,5917.117037,-0.077390516,0.034541688,-0.110953622,0.417395219,0.500592795,1.276816831,0
5933,5794.296554,6084.097844,6206.918327,6329.73881,6039.93752,5917.117037,-0.076220082,0.03168219,-0.113743915,0.416138,0.501350353,1.275798387,0
5934,5793.987134,6083.788424,6206.918327,6330.048231,6040.246941,5917.117037,-0.075018022,0.028840066,-0.116524444,0.414870957,0.502091943,1.274736243,0
5935,5793.677713,6083.479003,6206.918327,6330.357651,6040.556361,5917.117037,-0.073784831,0.026015418,-0.119295128,0.413594456,0.502817583,1.273630592,0
5936,5793.368293,6083.169583,6206.918327,6330.667071,6040.865781,5917.117037,-0.072521006,0.023208346,-0.122055885,0.412308859,0.503527288,1.272481629,0
5937,5793.058873,6082.860163,6206.918327,6330.976492,6041.175202,5917.117037,-0.071227045,0.020418955,-0.124806636,0.41101453,0.504221076,1.271289551,0
5938,5792.749452,6082.550742,6206.918327,6331.285912,6041.484622,5917.117037,-0.069903449,0.017647352,-0.127547303,0.409711827,0.504898966,1.270054561,0
5939,5792.440032,6082.241322,6206.918327,6331.595332,6041.794042,5917.117037,-0.068550718,0.014893644,-0.130277813,0.408401112,0.505560975,1.268776862,0
5940,5792.130612,6081.931902,6206.918327,6331.904753,6042.103463,5917.117037,-0.067169357,0.012157941,-0.132998091,0.407082741,0.506207124,1.267456662,0
5941,5791.821191,6081.622481,6206.918327,6332.214173,6042.412883,5917.117037,-0.065759868,0.009440353,-0.135708067,0.40575707,0.506837434,1.266094172,0
5942,5791.511771,6081.313061,6206.918327,6332.523593,6042.722303,5917.117037,-0.064322757,0.00674099,-0.138407671,0.404424456,0.507451927,1.264689604,0
5943,5791.202351,6081.003641,6206.918327,6332.833014,6043.031724,5917.117037,-0.06285853,0.004059964,-0.141096834,0.40308525,0.508050626,1.263243175,0
5944,5790.89293,6080.69422,6206.918327,6333.142434,6043.341144,5917.117037,-0.061367694,0.001397386,-0.14377549,0.401739805,0.508633555,1.261755103,0
5945,5790.58351,6080.3848,6206.918327,6333.451854,6043.650564,5917.117037,-0.059850758,-0.001246634,-0.146443575,0.400388469,0.50920074,1.260225609,0
5946,5790.27409,6080.07538,6206.918327,6333.761275,6043.959985,5917.117037,-0.058308229,-0.003871984,-0.149101025,0.399031592,0.509752207,1.258654917,0
5947,5789.964669,6079.765959,6206.918327,6334.070695,6044.269405,5917.117037,-0.056740616,-0.006478556,-0.151747777,0.397669518,0.510287987,1.257043254,0
5948,5789.655249,6079.456539,6206.918327,6334.380115,6044.578826,5917.117037,-0.05514843,-0.00906624,-0.154383773,0.396302592,0.510808107,1.255390849,0
5949,5789.345829,6079.147119,6206.918327,6334.689536,6044.888246,5917.117037,-0.053532181,-0.011634929,-0.157008952,0.394931157,0.5113126,1.253697934,0
5950,5789.036408,6078.837698,6206.918327,6334.998956,6045.197666,5917.117037,-0.051892378,-0.014184515,-0.159623256,0.393555552,0.511801499,1.251964741,0
5951,5788.726988,6078.528278,6206.918327,6335.308376,6045.507087,5917.117037,-0.050229531,-0.016714894,-0.16222663,0.392176116,0.512274839,1.250191508,0
5952,5788.417568,6078.218858,6206.918327,6335.617797,6045.816507,5917.117037,-0.048544153,-0.019225961,-0.164819019,0.390793184,0.512732655,1.248378473,0
5953,5788.108147,6077.909437,6206.918327,6335.927217,6046.125927,5917.117037,-0.046836752,-0.021717616,-0.167400368,0.38940709,0.513174986,1.246525876,0
5954,5787.798727,6077.600017,6206.918327,6336.236638,6046.435348,5917.117037,-0.045107841,-0.024189757,-0.169970626,0.388018166,0.513601871,1.244633959,0
5955,5787.489307,6077.290597,6206.918327,6336.546058,6046.744768,5917.117037,-0.043357928,-0.026642287,-0.172529741,0.386626741,0.514013353,1.242702968,0
5956,5787.179886,6076.981176,6206.918327,6336.855478,6047.054188,5917.117037,-0.041587525,-0.02907511,-0.175077664,0.385233142,0.514409475,1.24073315,0
5957,5786.870466,6076.671756,6206.918327,6337.164899,6047.363609,5917.117037,-0.03979714,-0.031488131,-0.177614345,0.383837692,0.514790281,1.238724752,0
5958,5786.561046,6076.362335,6206.918327,6337.474319,6047.673029,5917.117037,-0.037987284,-0.033881259,-0.180139738,0.382440715,0.51515582,1.236678025,0
5959,5786.263792,6076.040748,6206.90616,6337.771572,6047.994616,5917.129204,-0.036158465,-0.036254406,-0.182653796,0.381042528,0.515506139,1.234593222,0
5960,5786.282197,6075.403503,6206.578335,6337.753168,6048.631862,5917.457029,-0.034451476,-0.038607416,-0.185159651,0.379643016,0.515841294,1.232470585,0
5961,5786.782107,6074.284752,6205.769005,6337.253258,6049.750612,5918.26636,-0.033329727,-0.040939608,-0.187667737,0.378238881,0.516161367,1.230310285,0
5962,5787.707051,6072.740968,6204.534641,6336.328314,6051.294397,5919.500724,-0.033264622,-0.043249446,-0.190188665,0.376821891,0.516466479,1.228112377,0
5963,5789.008005,6070.821172,6202.924266,6335.027359,6053.214192,5921.111099,-0.034661889,-0.045534597,-0.192731556,0.375379384,0.516756787,1.225876815,0
5964,5790.642512,6068.567825,6200.980339,6333.392853,6055.467539,5923.055025,-0.037864878,-0.047792023,-0.195304105,0.373894918,0.51703247,1.223603472,0
5965,5792.573881,6066.017616,6198.73955,6331.461484,6058.017749,5925.295815,-0.043158171,-0.050018086,-0.197912668,0.372348878,0.517293725,1.221292156,0
5966,5794.770482,6063.202173,6196.233528,6329.264882,6060.833191,5927.801837,-0.05077144,-0.052208653,-0.200562348,0.370719062,0.517540757,1.218942621,0
5967,5797.205101,6060.148713,6193.489488,6326.830263,6063.886651,5930.545876,-0.060883446,-0.054359195,-0.20325708,0.36898121,0.517773771,1.216554592,0
5968,5799.854356,6056.880619,6190.530814,6324.181009,6067.154746,5933.504551,-0.073626118,-0.056464886,-0.205999728,0.367109503,0.517992965,1.214127769,0
5969,5802.698166,6053.417968,6187.377583,6321.337199,6070.617397,5936.657781,-0.089088639,-0.058520701,-0.208792176,0.365077018,0.518198522,1.211661846,0
5970,5805.719273,6049.77802,6184.047056,6318.316092,6074.257345,5939.988309,-0.107321454,-0.060521502,-0.21163542,0.362856138,0.518390599,1.209156518,0
5971,5808.902797,6045.975655,6180.554111,6315.132568,6078.059709,5943.481253,-0.128340186,-0.062462122,-0.214529656,0.360418927,0.518569326,1.206611497,0
5972,5812.235832,6042.023779,6176.911656,6311.799532,6082.011585,5947.123709,-0.152129368,-0.06433744,-0.217474368,0.357737463,0.518734792,1.204026514,0
5973,5815.70854,6037.932231,6173.129528,6308.326825,6086.103133,5950.905837,-0.17864599,-0.066142448,-0.220468405,0.354784135,0.518887045,1.20140133,0
5974,5819.313862,6033.708068,6169.214785,6304.721503,6090.327296,5954.820579,-0.207822809,-0.067872317,-0.223510063,0.351531905,0.519026079,1.198735744,0
5975,5823.045455,6029.357634,6165.173772,6300.98991,6094.67773,5958.861592,-0.239571406,-0.069522446,-0.226597149,0.347954538,0.519151834,1.196029597,0
5976,5826.897346,6024.886902,6161.01246,6297.138018,6099.148462,5963.022904,-0.273784973,-0.071088518,-0.22972705,0.344026803,0.519264188,1.193282774,0
5977,5830.863713,6020.301695,6156.736673,6293.171652,6103.733669,5967.298691,-0.310340834,-0.072566532,-0.232896789,0.339724644,0.519362949,1.190495213,0
5978,5834.938681,6015.607886,6152.352285,6289.096683,6108.427479,5971.68308,-0.349102677,-0.073952849,-0.236103076,0.335025329,0.519447859,1.187666904,0
5979,5839.116146,6010.81158,6147.865399,6284.919218,6113.223785,5976.169965,-0.389922517,-0.075244215,-0.239342357,0.329907581,0.519518581,1.184797892,0
5980,5843.389613,6005.919273,6143.282512,6280.645752,6118.116092,5980.752852,-0.4326424,-0.076437791,-0.242610848,0.324351684,0.519574705,1.181888282,0
5981,5847.752054,6000.937991,6138.610651,6276.283311,6123.097373,5985.424713,-0.477095853,-0.077531172,-0.245904575,0.318339577,0.519615735,1.178938235,0
5982,5852.195792,5995.875412,6133.857492,6271.839572,6128.159953,5990.177873,-0.523109101,-0.078522406,-0.249219399,0.311854935,0.519641098,1.175947976,0
5983,5856.700238,5990.752126,6129.043626,6267.335127,6133.283239,5994.991738,-0.570502079,-0.079410005,-0.252551039,0.304883235,0.519650135,1.172917788,0
5984,5860.898566,5985.934957,6124.535878,6263.136799,6138.100407,5999.499486,-0.618930264,-0.080192998,-0.255891498,0.297412301,0.519642103,1.169848033,0
5985,5864.579283,5981.635399,6120.54574,6259.456081,6142.399965,6003.489624,-0.667660144,-0.080871593,-0.259223974,0.289435575,0.519616151,1.166739225,0
5986,5867.806206,5977.789635,6117.009397,6256.229158,6146.245729,6007.025968,-0.715951559,-0.081447906,-0.262531527,0.280954223,0.519571319,1.16359208,0
5987,5870.635283,5974.341717,6113.870899,6253.400081,6149.693647,6010.164465,-0.763150329,-0.081925909,-0.26579918,0.271976473,0.51950655,1.1604075,0
5988,5873.115565,5971.242595,6111.081198,6250.9198,6152.792769,6012.954167,-0.808685998,-0.082311269,-0.269013868,0.262516762,0.5194207,1.157186547,0
5989,5875.290053,5968.449266,6108.597289,6248.745311,6155.586098,6015.438076,-0.852068938,-0.082611158,-0.272164379,0.252594894,0.519312556,1.153930419,0
5990,5877.19645,5965.924029,6106.381472,6246.838915,6158.111335,6017.653892,-0.892886898,-0.082834048,-0.275241277,0.242235246,0.519180847,1.15064043,0
5991,5879.000044,5963.766068,6104.400694,6245.03532,6160.269296,6019.63467,-0.930801125,-0.083028527,-0.278236811,0.231465985,0.519024171,1.147317968,0
5992,5880.899213,5962.115804,6102.625977,6243.136151,6161.919561,6021.409387,-0.965542387,-0.083419387,-0.281144822,0.220318205,0.518839878,1.143964182,0
5993,5882.896844,5960.925312,6101.031916,6241.138521,6163.110053,6023.003448,-0.996906753,-0.084279259,-0.28396064,0.208825128,0.518622814,1.14057972,0
5994,5884.988437,5960.145548,6099.596238,6239.046928,6163.889816,6024.439126,-1.024750815,-0.085849337,-0.286680971,0.197021549,0.518365382,1.137164873,0
5995,5887.170292,5959.733759,6098.299416,6236.865072,6164.301605,6025.735949,-1.048986698,-0.08834073,-0.289303788,0.184943369,0.518057837,1.13371977,0
5996,5889.439268,5959.652564,6097.12433,6234.596096,6164.382801,6026.911035,-1.069576985,-0.091935794,-0.291828214,0.172627156,0.51768857,1.130244571,0
5997,5891.792578,5959.869157,6096.055972,6232.242786,6164.166207,6027.979393,-1.086529642,-0.096789442,-0.294254407,0.16010976,0.517244384,1.126739619,0
5998,5894.227626,5960.354626,6095.081182,6229.807739,6163.680738,6028.954182,-1.099892975,-0.103030443,-0.296583447,0.147427954,0.516710764,1.123205592,0
5999,5896.748496,5961.089984,6094.188426,6227.286869,6162.945381,6029.846938,-1.109750694,-0.110762718,-0.298817223,0.134618122,0.516072129,1.119643616,0
6000,5898.75271,5966.387459,6095.835056,6225.282654,6157.647906,6028.200308,-1.116217119,-0.120066632,-0.300958322,0.12171598,0.515312087,1.116055361,0
6001,5897.883656,5991.242045,6108.696877,6226.151708,6132.793319,6015.338488,-1.10971104,-0.137289376,-0.30278968,0.108792227,0.514389805,1.112440986,0
6002,5897.121748,6013.108615,6120.011116,6226.913617,6110.926749,6004.024248,-1.087063814,-0.164424572,-0.30423912,0.09600516,0.513206947,1.108797925,0
6003,5896.453774,6032.355561,6129.968576,6227.58159,6091.679803,5994.066789,-1.050321898,-0.200052778,-0.305352671,0.083507938,0.511671482,1.105128212,0
6004,5895.868155,6049.305855,6138.736532,6228.167209,6074.729509,5985.298832,-1.001456,-0.242834399,-0.306174802,0.07143602,0.509705602,1.101438198,0
6005,5895.354737,6064.24265,6146.461639,6228.680627,6059.792714,5977.573726,-0.942347828,-0.291512139,-0.306748101,0.059907299,0.507244978,1.097737272,0
6006,5894.904618,6077.414191,6153.272469,6229.130747,6046.621174,5970.762896,-0.874779443,-0.344912601,-0.307113016,0.049022376,0.504237936,1.094036643,0
6007,5894.509994,6089.038113,6159.281742,6229.525371,6034.997251,5964.753623,-0.800425007,-0.401947094,-0.307307645,0.038864976,0.500644589,1.090348223,0
6008,5894.164023,6099.305223,6164.588282,6229.871342,6024.730141,5959.447082,-0.720844743,-0.461611705,-0.307367582,0.029502521,0.496435937,1.086683655,0
6009,5893.860706,6108.382802,6169.27873,6230.174658,6015.652563,5954.756634,-0.637480885,-0.522986717,-0.307325809,0.020986839,0.491592936,1.083053516,0
6010,5893.594786,6116.417506,6173.429042,6230.440579,6007.617858,5950.606322,-0.551655423,-0.58523543,-0.30721263,0.013355023,0.486105576,1.079466692,0
6011,5893.36165,6123.537911,6177.105813,6230.673714,6000.497453,5946.929552,-0.464569439,-0.647602447,-0.307055644,0.006630403,0.479971964,1.075929949,0
6012,5893.157258,6129.856741,6180.367424,6230.878106,5994.178624,5943.667941,-0.377303841,-0.709411496,-0.306879743,0.000823628,0.473197431,1.072447672,0
