Time,RPM1,RPM2,RPM3,RPM4,RPM5,RPM6,P,Q,R,Phi,Theta,Psi,Class
10497,5913.995829,5920.908472,6065.474004,6210.039535,6203.126892,6058.561361,-0.37242808,-0.2661862,-0.290423058,0.442918814,0.250949632,0.937937648,1
10498,5918.174992,5916.646678,6061.253525,6205.860372,6207.388687,6062.781839,-0.412429442,-0.265589451,-0.29374921,0.438029617,0.249789114,0.934039872,1
10499,5922.64921,5912.100015,6056.743085,6201.386154,6211.935349,6067.29228,-0.453463109,-0.263815833,-0.297026214,0.432735181,0.24863414,0.930123707,1
10500,5925.771192,5908.91452,6053.589346,6198.264172,6215.120844,6070.446018,-0.495629474,-0.260973527,-0.300263658,0.427026027,0.24749294,0.926194717,1
10501,5921.401327,5913.228704,6057.931371,6202.634038,6210.806661,6066.103994,-0.532800339,-0.255648788,-0.30327269,0.420915684,0.246377243,0.922260579,1
10502,5917.532072,5917.049141,6061.776217,6206.503293,6206.986223,6062.259148,-0.562296616,-0.246720878,-0.305951223,0.41447935,0.245314692,0.918338022,1
10503,5914.101708,5920.436707,6065.185182,6209.933657,6203.598658,6058.850183,-0.584569023,-0.234713336,-0.308327397,0.407795169,0.244333624,0.914443169,1
10504,5911.056123,5923.444769,6068.212005,6212.979241,6200.590595,6055.823359,-0.600094201,-0.220121456,-0.310427864,0.400935755,0.243458413,0.910589046,1
10505,5908.34788,5926.120117,6070.903801,6215.687485,6197.915248,6053.131564,-0.609367576,-0.203410501,-0.312277865,0.393968066,0.242709648,0.906785843,1
10506,5905.935386,5928.50377,6073.301874,6218.099978,6195.531594,6050.73349,-0.612896674,-0.185014394,-0.313901289,0.386953349,0.24210433,0.903041193,1
10507,5903.78218,5930.631692,6075.442439,6220.253185,6193.403672,6048.592926,-0.611194932,-0.165334857,-0.315320714,0.379947152,0.241656067,0.899360459,1
10508,5901.876093,5932.515612,6077.337442,6222.159272,6191.519752,6046.697922,-0.604776016,-0.144740964,-0.316557446,0.372999384,0.241375284,0.895747016,1
10509,5900.77031,5933.60196,6078.433507,6223.265054,6190.433404,6045.601857,-0.59439078,-0.123568945,-0.317637024,0.366153659,0.241269453,0.892202509,1
10510,5900.791653,5933.563579,6078.403645,6223.243711,6190.471785,6045.631719,-0.581398302,-0.102121105,-0.318597746,0.359442561,0.241343347,0.888727016,1
10511,5905.036677,5929.303618,6074.151153,6218.998688,6194.731746,6049.884211,-0.569216497,-0.079264756,-0.319508956,0.352875045,0.241603768,0.885320732,1
10512,5908.157091,5926.170108,6071.024191,6215.878274,6197.865256,6053.011174,-0.557491007,-0.05407895,-0.32035626,0.346444359,0.24207183,0.881988903,1
10513,5911.837073,5922.478645,6067.338469,6212.198292,6201.556719,6056.696896,-0.547162831,-0.027121984,-0.32116944,0.340141759,0.242768001,0.878736104,1
10514,5915.993414,5918.312238,6063.177094,6208.04195,6205.723126,6060.85827,-0.53902644,0.001098329,-0.32197394,0.33394907,0.24370785,0.875564518,1
10515,5920.557005,5913.739822,6058.609091,6203.47836,6210.295542,6065.426273,-0.533741312,0.030123432,-0.32279124,0.327840379,0.244902428,0.872474263,1
10516,5925.47108,5908.81801,6053.691147,6198.564284,6215.217354,6070.344217,-0.53184401,0.059542484,-0.323639232,0.321783407,0.246358653,0.869463679,1
10517,5930.689685,5903.592622,6048.469151,6193.345679,6220.442742,6075.566214,-0.533760163,0.088990521,-0.324532585,0.315740735,0.248079699,0.866529576,1
10518,5936.176313,5898.100048,6042.97955,6187.859052,6225.935316,6081.055815,-0.539816221,0.118146386,-0.325483094,0.309670914,0.250065373,0.863667451,1
10519,5941.902704,5892.368444,6037.250552,6182.132661,6231.666921,6086.784812,-0.550250858,0.146730481,-0.326500009,0.303529432,0.252312492,0.860871676,1
10520,5947.847788,5886.418789,6031.303183,6176.187577,6237.616576,6092.732182,-0.565225958,0.174502368,-0.327590353,0.297269574,0.254815239,0.858135659,1
10521,5954.393099,5879.86947,6024.755868,6169.642265,6244.165894,6099.279497,-0.586816308,0.200216769,-0.328759916,0.290836114,0.25756214,0.855450934,1
10522,5960.16959,5874.089466,6018.97762,6163.865774,6249.945898,6105.057744,-0.616096131,0.222837942,-0.329999268,0.284149558,0.260527049,0.852804543,1
10523,5965.272048,5868.983928,6013.873623,6158.763317,6255.051436,6110.161742,-0.651736542,0.242478605,-0.331291187,0.27713594,0.263680831,0.850183021,1
10524,5969.783574,5864.469702,6009.360746,6154.251791,6259.565662,6114.674618,-0.692493962,0.259263309,-0.332618821,0.269734313,0.266995084,0.847573606,1
10525,5973.777024,5860.473885,6005.366113,6150.258341,6263.56148,6118.669252,-0.737213359,0.273325366,-0.333965972,0.261895884,0.27044228,0.844964281,1
10526,5977.316271,5856.932562,6001.825828,6146.719093,6267.102802,6122.209537,-0.784830144,0.284804147,-0.335317307,0.253583126,0.273995864,0.842343838,1
10527,5980.457315,5853.789699,5998.683875,6143.57805,6270.245665,6125.35149,-0.834370838,0.293842715,-0.336658537,0.244768886,0.277630327,0.839701929,1
10528,5983.249248,5850.99617,5995.891143,6140.786116,6273.039194,6128.144221,-0.884952678,0.300585791,-0.337976531,0.2354355,0.281321264,0.837029127,1
10529,5985.735113,5848.508906,5993.404579,6138.300251,6275.526458,6130.630786,-0.935782272,0.305178026,-0.339259412,0.225573908,0.285045403,0.83431697,1
10530,5987.952646,5846.290148,5991.186433,6136.082719,6277.745217,6132.848931,-0.986153448,0.307762551,-0.340496602,0.215182801,0.288780633,0.831558008,1
10531,5989.431603,5844.810115,5989.706938,6134.603761,6279.225249,6134.328426,-1.034889966,0.308324668,-0.341683946,0.204270466,0.292505499,0.828745724,1
10532,5991.266751,5842.974025,5987.871319,6132.768613,6281.06134,6136.164046,-1.082005488,0.306880258,-0.342840937,0.192851279,0.296197877,0.825874068,1
10533,5992.913793,5841.326157,5986.223864,6131.121571,6282.709208,6137.8115,-1.127016274,0.303612215,-0.343956712,0.180942117,0.299836755,0.822938053,1
10534,5994.39592,5839.843306,5984.741375,6129.639444,6284.192059,6139.293989,-1.169513763,0.298695279,-0.345022166,0.168564777,0.303402731,0.819933984,1
10535,5995.733464,5838.505126,5983.403513,6128.3019,6285.530238,6140.631851,-1.209159935,0.292295615,-0.346029847,0.155745187,0.306877978,0.816859418,1
10536,5996.944252,5837.293782,5982.192447,6127.091113,6286.741582,6141.842917,-1.245682593,0.284570559,-0.346973838,0.142512732,0.310246207,0.813713106,1
10537,5998.04391,5836.193636,5981.092545,6125.991455,6287.841729,6142.942819,-1.278870525,0.27566851,-0.347849642,0.128899609,0.313492627,0.810494933,1
10538,5999.04614,5835.190978,5980.090101,6124.989225,6288.844387,6143.945263,-1.308568616,0.265728957,-0.348654063,0.114940239,0.316603905,0.807205844,1
10539,5999.962954,5834.273789,5979.1731,6124.072411,6289.761576,6144.862265,-1.334672954,0.25488261,-0.349385093,0.100670714,0.319568121,0.803847755,1
10540,6000.804882,5833.431531,5978.331007,6123.230482,6290.603833,6145.704358,-1.357126005,0.243251614,-0.35004179,0.086128288,0.322374724,0.800423475,1
10541,6001.581158,5832.654967,5977.554587,6122.454207,6291.380397,6146.480778,-1.374377272,0.232900584,-0.350619983,0.071356251,0.325021039,0.796937137,1
10542,6002.299875,5831.935997,5976.835743,6121.735489,6292.099367,6147.199621,-1.385183434,0.225559948,-0.351116149,0.056417903,0.327530331,0.793395006,1
10543,6002.96813,5831.26752,5976.167377,6121.067234,6292.767844,6147.867987,-1.389991334,0.220858069,-0.351532188,0.041377417,0.329929418,0.78980263,1
10544,6003.592145,5830.643311,5975.543265,6120.443219,6293.392053,6148.492099,-1.38925835,0.218442937,-0.351871267,0.026293992,0.332241858,0.786164265,1
10545,6004.177374,5830.057912,5974.957952,6119.857991,6293.977452,6149.077413,-1.383446731,0.217983329,-0.352137568,0.011221817,0.334488097,0.782483042,1
10546,6004.728598,5829.506539,5974.406653,6119.306767,6294.528826,6149.628712,-1.373018503,0.219169637,-0.352336057,-0.003789893,0.336685639,0.77876114,1
10547,6005.25001,5828.984996,5973.885175,6118.785354,6295.050369,6150.150189,-1.358430945,0.221714369,-0.352472282,-0.01869682,0.338849219,0.774999952,1
10548,6005.745286,5828.489605,5973.389842,6118.290079,6295.545759,6150.645523,-1.340132611,0.225352372,-0.352552194,-0.03345942,0.340990995,0.77120026,1
10549,6006.217648,5828.017143,5972.91743,6117.817717,6296.018222,6151.117935,-1.318559877,0.2298408,-0.352581994,-0.048042762,0.34312074,0.767362379,1
10550,6006.66992,5827.564782,5972.465113,6117.365444,6296.470583,6151.570252,-1.294134004,0.234958861,-0.352567996,-0.062416341,0.345246037,0.763486309,1
10551,6007.104581,5827.130044,5972.030414,6116.930783,6296.905321,6152.004951,-1.264513688,0.243446337,-0.352453618,-0.076544803,0.347382382,0.759571313,1
10552,6007.523801,5826.710756,5971.61116,6116.511564,6297.324608,6152.424205,-1.227857802,0.257555166,-0.35219221,-0.090363441,0.349580547,0.755613711,1
10553,6007.929483,5826.305014,5971.205447,6116.105881,6297.730351,6152.829917,-1.185279341,0.276395297,-0.351804531,-0.103810035,0.351892775,0.751607628,1
10554,6008.323298,5825.911147,5970.811607,6115.712067,6298.124217,6153.223758,-1.137827057,0.299139083,-0.351310546,-0.116833848,0.354362793,0.747545921,1
10555,6008.706707,5825.527692,5970.428175,6115.328657,6298.507672,6153.60719,-1.086482393,0.325021533,-0.350729285,-0.129394768,0.357026401,0.743420716,1
10556,6009.080995,5825.153364,5970.053867,6114.95437,6298.882,6153.981497,-1.032157417,0.35333995,-0.350078718,-0.141462462,0.35991209,0.739223872,1
10557,6009.447285,5824.787039,5969.687559,6114.588079,6299.248325,6154.347805,-0.975693662,0.383453022,-0.349375666,-0.153015518,0.363041649,0.734947377,1
10558,6009.806564,5824.42773,5969.328265,6114.228801,6299.607634,6154.707099,-0.917861787,0.414779438,-0.348635736,-0.164040619,0.366430787,0.730583674,1
10559,6010.159695,5824.074571,5968.97512,6113.875669,6299.960793,6155.060244,-0.859361968,0.446796098,-0.347873273,-0.174531724,0.370089733,0.726125908,1
10560,6010.507438,5823.726805,5968.627366,6113.527927,6300.308559,6155.407998,-0.800824929,0.479035986,-0.347101344,-0.184489291,0.37402382,0.721568109,1
10561,6008.674964,5825.559258,5970.45983,6115.360401,6298.476106,6153.575535,-0.739201074,0.511120663,-0.346305883,-0.193903665,0.37823422,0.716905504,1
10562,6009.269339,5824.964865,5969.865446,6114.766026,6299.070499,6154.169919,-0.67634725,0.542716371,-0.345574526,-0.202753992,0.382718783,0.712134046,1
10563,6009.828582,5824.405606,5969.306195,6114.206783,6299.629758,6154.72917,-0.61302141,0.573503319,-0.34491092,-0.211035333,0.387472171,0.70725061,1
10564,6010.357024,5823.87715,5968.777745,6113.67834,6300.158215,6155.257619,-0.549905043,0.603205048,-0.344318755,-0.218749284,0.392486251,0.702253347,1
10565,6010.858463,5823.375698,5968.2763,6113.176901,6300.659666,6155.759065,-0.48760424,0.631586076,-0.343801575,-0.225903459,0.397750503,0.697141642,1
10566,6011.336229,5822.897922,5967.798529,6112.699136,6301.137442,6156.236836,-0.426652018,0.65844928,-0.343362633,-0.232510737,0.403252406,0.691916029,1
10567,6011.793239,5822.440903,5967.341514,6112.242126,6301.594462,6156.69385,-0.367511163,0.683633216,-0.343004785,-0.238588549,0.408977786,0.686578098,1
10568,6012.232053,5822.00208,5966.902696,6111.803312,6302.033284,6157.132668,-0.310577422,0.707009427,-0.342730404,-0.244158201,0.414911133,0.681130373,1
10569,6012.654914,5821.579212,5966.479831,6111.380451,6302.456152,6157.555533,-0.256182967,0.728479791,-0.342541329,-0.249244234,0.42103589,0.67557619,1
10570,6013.063789,5821.170331,5966.070953,6110.971576,6302.865034,6157.964411,-0.204600074,0.747973908,-0.342438827,-0.253873832,0.427334717,0.66991957,1
10571,6013.460402,5820.773712,5965.674337,6110.574962,6303.261652,6158.361027,-0.15788436,0.764486383,-0.342447092,-0.258082111,0.433786566,0.664165897,1
10572,6013.846265,5820.387844,5965.288472,6110.189099,6303.64752,6158.746893,-0.11772631,0.777189026,-0.342585694,-0.261927614,0.44035814,0.658324069,1
10573,6014.222704,5820.011401,5964.912031,6109.812661,6304.023963,6159.123334,-0.083787429,0.786302799,-0.342847945,-0.265471632,0.447014751,0.652403628,1
10574,6014.59088,5819.643221,5964.543853,6109.444485,6304.392143,6159.491511,-0.055706829,0.7920548,-0.343226525,-0.268771758,0.453723714,0.646413783,1
10575,6014.951812,5819.282286,5964.182919,6109.083553,6304.753078,6159.852445,-0.033106887,0.794675678,-0.343713618,-0.271881739,0.460454385,0.640363325,1
10576,6015.306393,5818.927702,5963.828337,6108.728971,6305.107662,6160.207028,-0.015598449,0.794397318,-0.344301036,-0.274851377,0.467178184,0.634260559,1
10577,6015.655406,5818.578686,5963.479322,6108.379958,6305.456678,6160.556042,-0.002785584,0.791450787,-0.344980338,-0.277726478,0.4738686,0.628113272,1
10578,6015.999538,5818.234552,5963.135189,6108.035826,6305.800812,6160.900175,0.005730111,0.786064521,-0.345742936,-0.280548828,0.480501178,0.621928717,1
10579,6016.33939,5817.894698,5962.795336,6107.695974,6306.140667,6161.240029,0.010345636,0.77846274,-0.346580186,-0.283356222,0.487053503,0.615713613,1
10580,6016.675491,5817.558596,5962.459235,6107.359874,6306.476769,6161.57613,0.01145313,0.768864074,-0.347483482,-0.286182504,0.493505163,0.609474166,1
10581,6017.008302,5817.225783,5962.126423,6107.027063,6306.809581,6161.908942,0.00828016,0.757084982,-0.348447109,-0.289061351,0.499836419,0.603216502,1
10582,6017.338229,5816.895855,5961.796495,6106.697135,6307.13951,6162.238869,0.000245132,0.743003193,-0.349465019,-0.292036483,0.506024601,0.596947835,1
10583,6017.665628,5816.568455,5961.469096,6106.369736,6307.46691,6162.566269,-0.011998463,0.726913352,-0.350528003,-0.295149025,0.51204841,0.590675067,1
10584,6017.99081,5816.243271,5961.143913,6106.044554,6307.792093,6162.891452,-0.027825578,0.709094765,-0.351626764,-0.298433826,0.517889174,0.584404427,1
10585,6018.314049,5815.920031,5960.820673,6105.721315,6308.115333,6163.214691,-0.046642351,0.689810699,-0.35275207,-0.301919748,0.523530731,0.578141556,1
10586,6018.635585,5815.598495,5960.499138,6105.39978,6308.436869,6163.536227,-0.067888286,0.669307903,-0.353894883,-0.305629982,0.528959304,0.571891585,1
10587,6018.955626,5815.278453,5960.179096,6105.079738,6308.756912,6163.856269,-0.091037913,0.64781632,-0.355046469,-0.309582385,0.534163373,0.565659218,1
10588,6019.274359,5814.95972,5959.860363,6104.761006,6309.075644,6164.175001,-0.11560195,0.625548989,-0.356198483,-0.31378982,0.539133535,0.559448793,1
10589,6019.591943,5814.642135,5959.542779,6104.443422,6309.393229,6164.492586,-0.141127846,0.602702159,-0.357343043,-0.318260525,0.543862375,0.553264347,1
10590,6019.90852,5814.325557,5959.226201,6104.126844,6309.709807,6164.809164,-0.167200189,0.57945546,-0.358472783,-0.32299847,0.548344321,0.54710966,1
10591,6020.224216,5814.009862,5958.910505,6103.811149,6310.025503,6165.124859,-0.194848797,0.555326459,-0.359545118,-0.32800797,0.552573483,0.540989252,1
10592,6020.539137,5813.69494,5958.595584,6103.496227,6310.340425,6165.439781,-0.224909734,0.529917006,-0.360523985,-0.33330567,0.556537886,0.534911096,1
10593,6020.85338,5813.380696,5958.28134,6103.181984,6310.654668,6165.754024,-0.256740341,0.503503047,-0.361411335,-0.33890628,0.560226176,0.52888355,1
10594,6021.167029,5813.067047,5957.967691,6102.868335,6310.968317,6166.067673,-0.28974595,0.476337002,-0.362208191,-0.344818519,0.563629574,0.522914436,1
10595,6021.480157,5812.75392,5957.654564,6102.555208,6311.281445,6166.380801,-0.323380447,0.448648159,-0.36291491,-0.351045597,0.566741678,0.517011115,1
10596,6021.792827,5812.441249,5957.341893,6102.242538,6311.594115,6166.693471,-0.357146353,0.42064326,-0.363531403,-0.357585699,0.569558275,0.511180528,1
10597,6022.105097,5812.128979,5957.029624,6101.930268,6311.906385,6167.005741,-0.390594481,0.392507249,-0.36405732,-0.364432477,0.572077147,0.505429242,1
10598,6022.417015,5811.817061,5956.717705,6101.618349,6312.218304,6167.317659,-0.423323201,0.364404171,-0.364492201,-0.37157554,0.574297885,0.499763466,1
10599,6022.728625,5811.50545,5956.406095,6101.306739,6312.529914,6167.62927,-0.454977364,0.336478169,-0.3648356,-0.379000933,0.576221706,0.494189074,1
10600,6023.039966,5811.19411,5956.094754,6100.995399,6312.841255,6167.94061,-0.485246935,0.308854582,-0.365087186,-0.386691614,0.577851273,0.488711603,1
10601,6023.351069,5810.883006,5955.78365,6100.684295,6313.152359,6168.251714,-0.513813837,0.279927878,-0.365275124,-0.394626349,0.579185161,0.483338791,1
10602,6023.661966,5810.57211,5955.472754,6100.373399,6313.463255,6168.56261,-0.540374919,0.248374016,-0.365423201,-0.402775449,0.580203084,0.478087879,1
10603,6023.97268,5810.261395,5955.16204,6100.062685,6313.773969,6168.873324,-0.564709479,0.214700642,-0.365525565,-0.411105911,0.580884395,0.47297739,1
10604,6024.283234,5809.950841,5954.851485,6099.75213,6314.084524,6169.183879,-0.586640297,0.179380122,-0.365577504,-0.419583538,0.581213466,0.468024405,1
10605,6024.593649,5809.640426,5954.541071,6099.441715,6314.394939,6169.494294,-0.60603113,0.14284981,-0.365575376,-0.428173485,0.581179305,0.463244454,1
10606,6024.903941,5809.330134,5954.230778,6099.131423,6314.705231,6169.804586,-0.622784126,0.105512541,-0.365516539,-0.436840763,0.580775174,0.458651409,1
10607,6025.214126,5809.019949,5953.920594,6098.821238,6315.015416,6170.114771,-0.636837167,0.067737329,-0.365399275,-0.445550702,0.579998202,0.454257397,1
10608,6025.524217,5808.709858,5953.610503,6098.511148,6315.325506,6170.424861,-0.648161177,0.02986022,-0.365222718,-0.454269376,0.578849011,0.450072725,1
10609,6025.834224,5808.39985,5953.300495,6098.20114,6315.635514,6170.734869,-0.656757402,-0.007814709,-0.364986784,-0.462963971,0.577331342,0.446105824,1
10610,6026.14416,5808.089915,5952.99056,6097.891205,6315.94545,6171.044805,-0.662654697,-0.045014232,-0.364692095,-0.471603105,0.575451694,0.442363227,1
10611,6024.27854,5809.955534,5954.856179,6099.756824,6314.07983,6169.179185,-0.658934688,-0.08009833,-0.364338047,-0.480131084,0.573223205,0.438847065,1
10612,6024.843856,5809.390219,5954.290864,6099.191509,6314.645146,6169.744501,-0.644566326,-0.111610959,-0.364032253,-0.488443513,0.570676769,0.435546597,1
10613,6025.377622,5808.856452,5953.757097,6098.657742,6315.178912,6170.278267,-0.620773827,-0.139593805,-0.363768388,-0.496448635,0.567847001,0.432446522,1
10614,6025.883729,5808.350345,5953.25099,6098.151635,6315.685019,6170.784374,-0.588756699,-0.164114626,-0.363543777,-0.504067356,0.564767774,0.429530291,1
10615,6026.365587,5807.868488,5952.769133,6097.669778,6316.166876,6171.266232,-0.549680157,-0.185264264,-0.363358659,-0.511233052,0.561471932,0.426780294,1
10616,6026.826184,5807.40789,5952.308535,6097.20918,6316.627474,6171.726829,-0.504667093,-0.203153841,-0.363215561,-0.51789101,0.557991054,0.4241781,1
10617,6027.268144,5806.965931,5951.866576,6096.767221,6317.069433,6172.168789,-0.454791146,-0.21791203,-0.363118735,-0.52399778,0.55435527,0.421704718,1
10618,6027.693762,5806.540312,5951.440957,6096.341602,6317.495052,6172.594407,-0.401070859,-0.229682435,-0.363073678,-0.529520477,0.550593125,0.419340864,1
10619,6028.105055,5806.12902,5951.029665,6095.93031,6317.906344,6173.0057,-0.344464869,-0.238621068,-0.363086713,-0.53443603,0.546731482,0.417067225,1
10620,6028.503787,5805.730287,5950.630932,6095.531577,6318.305077,6173.404432,-0.285868089,-0.244893955,-0.363164628,-0.538730408,0.542795464,0.414864717,1
10621,6028.891509,5805.342566,5950.243211,6095.143856,6318.692799,6173.792154,-0.227434528,-0.251590133,-0.363326941,-0.542399278,0.53879998,0.412720572,1
10622,6029.269576,5804.964498,5949.865143,6094.765788,6319.070866,6174.170221,-0.171051431,-0.261329873,-0.363590392,-0.545451298,0.534726554,0.410644858,1
10623,6029.639181,5804.594894,5949.495539,6094.396184,6319.440471,6174.539826,-0.117116969,-0.273604759,-0.363957302,-0.547902615,0.53055222,0.408650768,1
10624,6030.001365,5804.23271,5949.133355,6094.034,6319.802655,6174.90201,-0.065968485,-0.287937491,-0.364429343,-0.549774678,0.526258173,0.406748525,1
10625,6030.357044,5803.877031,5948.777676,6093.678321,6320.158334,6175.257689,-0.017884945,-0.303882801,-0.36500751,-0.551093551,0.521829435,0.404945505,1
10626,6030.707019,5803.527055,5948.4277,6093.328345,6320.508309,6175.607664,0.026910367,-0.321028016,-0.365692105,-0.551889239,0.51725454,0.403246399,1
10627,6031.051995,5803.182079,5948.082724,6092.983369,6320.853285,6175.95264,0.068246927,-0.338993295,-0.366482738,-0.552195023,0.512525236,0.401653408,1
10628,6031.392587,5802.841487,5947.742132,6092.642777,6321.193877,6176.293232,0.106003865,-0.357431583,-0.367378342,-0.552046804,0.507636197,0.400166464,1
10629,6031.729336,5802.504738,5947.405383,6092.306028,6321.530626,6176.629981,0.140106709,-0.376028282,-0.368377186,-0.551482483,0.502584752,0.398783465,1
10630,6032.062716,5802.171359,5947.072004,6091.972649,6321.864006,6176.963361,0.170524012,-0.394500699,-0.369476915,-0.550541358,0.497370625,0.397500528,1
10631,6032.386773,5806.185548,5948.91707,6091.648592,6317.849817,6175.118295,0.201321798,-0.411802891,-0.370565975,-0.549245409,0.49199522,0.396313143,1
10632,6032.702678,5805.334782,5948.333734,6091.332687,6318.700582,6175.70163,0.231048626,-0.422808971,-0.371661207,-0.547608886,0.486495057,0.395193236,1
10633,6033.017783,5804.550759,5947.78417,6091.017581,6319.484606,6176.251195,0.259431956,-0.428050764,-0.372770948,-0.545662634,0.480921931,0.394102289,1
10634,6033.332188,5803.825249,5947.264213,6090.703177,6320.210116,6176.771152,0.286241521,-0.428058145,-0.373902333,-0.54343742,0.475322963,0.393005698,1
10635,6033.645978,5803.151039,5946.770213,6090.389386,6320.884326,6177.265152,0.311288341,-0.423354896,-0.375061322,-0.540963924,0.469740881,0.391872618,1
10636,6033.959229,5802.521803,5946.298969,6090.076135,6321.513561,6177.736395,0.334422981,-0.414454458,-0.376252758,-0.538272427,0.464214109,0.39067592,1
10637,6034.272008,5801.931998,5945.847677,6089.763356,6322.103367,6178.187688,0.355533495,-0.401856164,-0.377480419,-0.535392553,0.458776883,0.389392076,1
10638,6034.584373,5801.376761,5945.413876,6089.450991,6322.658604,6178.621489,0.374543127,-0.386041977,-0.378747086,-0.532353054,0.453459377,0.388001013,1
10639,6034.896375,5800.85183,5944.99541,6089.138989,6323.183534,6179.039955,0.391407806,-0.367473693,-0.380054609,-0.529181633,0.448287852,0.386485933,1
10640,6035.208059,5800.35347,5944.590388,6088.827306,6323.681895,6179.444977,0.406113479,-0.346590608,-0.381403984,-0.525904799,0.443284816,0.384833105,1
10641,6035.519463,5799.878404,5944.197153,6088.515901,6324.15696,6179.838212,0.417898247,-0.326575586,-0.382799528,-0.52254817,0.43846112,0.383036778,1
10642,6035.830623,5799.423761,5943.814251,6088.204741,6324.611604,6180.221114,0.426142585,-0.310120217,-0.384243851,-0.519137773,0.433793825,0.381112863,1
10643,6036.141569,5798.987022,5943.440409,6087.893796,6325.048343,6180.594956,0.431080778,-0.296908935,-0.385734152,-0.515698889,0.429253957,0.379080761,1
10644,6036.452326,5798.56598,5943.074509,6087.583038,6325.469385,6180.960855,0.432961734,-0.286629031,-0.387266898,-0.512255431,0.42481509,0.376957888,1
10645,6036.762919,5798.158699,5942.715573,6087.272446,6325.876665,6181.319792,0.432044481,-0.278973425,-0.388837998,-0.508829742,0.420453322,0.37475975,1
10646,6037.073367,5797.763484,5942.362741,6086.961998,6326.27188,6181.672623,0.428594026,-0.273643098,-0.390442944,-0.505442441,0.416147236,0.372500026,1
10647,6037.383688,5797.378847,5942.015262,6086.651676,6326.656518,6182.020103,0.422877574,-0.270349198,-0.392076947,-0.502112307,0.411877849,0.370190672,1
10648,6037.693898,5797.003483,5941.672474,6086.341466,6327.031881,6182.36289,0.415161122,-0.268814831,-0.39373505,-0.498856206,0.407628529,0.36784202,1
10649,6038.004011,5796.636249,5941.333801,6086.031353,6327.399115,6182.701563,0.405706439,-0.268776543,-0.395412232,-0.495689046,0.403384917,0.365462894,1
10650,6038.314039,5796.276143,5940.998734,6085.721326,6327.759221,6183.03663,0.394768415,-0.269985513,-0.3971035,-0.492623771,0.399134818,0.363060722,1
10651,6038.617623,5800.266901,5942.842321,6085.417742,6323.768464,6181.193043,0.387849998,-0.272539872,-0.398766315,-0.489648571,0.394864108,0.360644213,1
10652,6038.915579,5799.395593,5942.257689,6085.119785,6324.639772,6181.777675,0.38458371,-0.272230788,-0.4004784,-0.486721593,0.390582143,0.358207975,1
10653,6039.214949,5798.593559,5941.706988,6084.820416,6325.441805,6182.328377,0.384480352,-0.269339874,-0.402234208,-0.483814276,0.386313029,0.355737799,1
10654,6039.515557,5797.85226,5941.186034,6084.519807,6326.183104,6182.849331,0.387069693,-0.264142649,-0.404029752,-0.48090181,0.382078372,0.353221202,1
10655,6039.817252,5797.164207,5940.69116,6084.218112,6326.871157,6183.344205,0.39190432,-0.256907058,-0.405862281,-0.477963312,0.37789754,0.350647222,1
10656,6040.1199,5796.522836,5940.21915,6083.915465,6327.512529,6183.816214,0.39856242,-0.247891698,-0.40772999,-0.47498164,0.373787708,0.348006351,1
10657,6040.423382,5795.92239,5939.767186,6083.611982,6328.112974,6184.268178,0.406649943,-0.237344327,-0.409631791,-0.471943173,0.369763926,0.345290459,1
10658,6040.727597,5795.357825,5939.332796,6083.307768,6328.677539,6184.702568,0.415802182,-0.225500626,-0.4115671,-0.468837576,0.365839207,0.342492722,1
10659,6041.032453,5794.824717,5938.913814,6083.002911,6329.210648,6185.12155,0.425684824,-0.21258322,-0.413535676,-0.465657551,0.362024616,0.339607541,1
10660,6041.337872,5794.319187,5938.508339,6082.697492,6329.716178,6185.527025,0.435994502,-0.198800922,-0.415537475,-0.462398579,0.358329373,0.336630461,1
10661,6039.468293,5796.013327,5940.290199,6084.567071,6328.022038,6183.745165,0.447872904,-0.18519998,-0.417430122,-0.459049183,0.354758652,0.333559981,1
10662,6040.030138,5795.297673,5939.65145,6084.005227,6328.737691,6184.383914,0.457385417,-0.172655398,-0.419204558,-0.455612905,0.351306882,0.330401586,1
10663,6040.560861,5794.632104,5939.053304,6083.474504,6329.403261,6184.982061,0.464627376,-0.161107377,-0.420877898,-0.452110785,0.347966087,0.327161712,1
10664,6041.064299,5794.010444,5938.490754,6082.971065,6330.024921,6185.54461,0.469710447,-0.15049314,-0.422464509,-0.448562751,0.344728671,0.323846348,1
10665,6041.543818,5793.42728,5937.959413,6082.491547,6330.608085,6186.075951,0.472759733,-0.140747882,-0.423976362,-0.44498775,0.341587453,0.320461038,1
10666,6042.002365,5792.877866,5937.455433,6082.033,6331.157499,6186.579932,0.473910797,-0.131805725,-0.425423364,-0.441403615,0.338535689,0.317010893,1
10667,6042.442526,5792.35804,5936.975439,6081.592839,6331.677324,6187.059925,0.473306895,-0.123600578,-0.42681364,-0.437826963,0.335567093,0.313500603,1
10668,6042.866568,5791.864155,5936.516476,6081.168796,6332.171209,6187.518889,0.471096438,-0.116066888,-0.428153793,-0.434273117,0.332675846,0.309934458,1
10669,6043.276479,5791.393013,5936.075949,6080.758886,6332.642351,6187.959415,0.46743067,-0.109140294,-0.429449128,-0.430756053,0.329856606,0.306316364,1
10670,6043.674,5790.94181,5935.651587,6080.361365,6333.093555,6188.383777,0.462461588,-0.10275819,-0.430703858,-0.427288371,0.327104497,0.302649865,1
